Class ID,Preferred Label,Synonyms
http://purl.obolibrary.org/obo/HP_0004774,HP_0004774,
http://purl.obolibrary.org/obo/HP_0010311,Aplasia/Hypoplasia of the breasts,Absent/underdeveloped breasts|Absent/small breasts
http://purl.obolibrary.org/obo/HP_0100213,Absent epiphysis of the middle phalanx of the 5th toe,Absent end part of the middle bone of the little toe|Absent end part of the middle bone of the pinky toe|Absent end part of the middle bone of the pinkie toe
http://purl.obolibrary.org/obo/HP_0011259,Expanded terminal portion of crus of helix,"Helix, crus, expanded terminal portion"
http://purl.obolibrary.org/obo/HP_0030186,Kinetic tremor,Essential tremor
http://purl.obolibrary.org/obo/HP_0031998,Late inspiratory crackles,
http://purl.obolibrary.org/obo/HP_0008654,HP_0008654,
http://purl.obolibrary.org/obo/HP_0010929,Abnormal blood cation concentration,Abnormality of cation homeostasis
http://purl.obolibrary.org/obo/HP_0010196,Bullet-shaped middle toe phalanx,Bullet-shaped middle bones of the toes|Bullet-shaped middle phalanges of the toes
http://purl.obolibrary.org/obo/HP_0032117,Macrosaccadic oscillation,
http://purl.obolibrary.org/obo/HP_0031793,Increased serum leptin,Elevated circulating leptin level
http://purl.obolibrary.org/obo/HP_0006528,Chronic lung disease,Chronic lung disease
http://purl.obolibrary.org/obo/HP_0011054,Agenesis of molar,Absent molars|Failure of development of molar|Missing molar|Absence of molar
http://purl.obolibrary.org/obo/HP_0004392,Prune belly,Prune belly
http://purl.obolibrary.org/obo/HP_0010724,Advanced pneumatization of the mastoid process,
http://purl.obolibrary.org/obo/HP_0000400,Macrotia,Large ears|Large pinnae
http://purl.obolibrary.org/obo/HP_0009397,Fragmentation of the epiphyses of the 4th finger,Fragmentation of the end part of the ring finger bones
http://purl.obolibrary.org/obo/HP_0002908,Conjugated hyperbilirubinemia,Direct hyperbilirubinemia
http://purl.obolibrary.org/obo/HP_0000772,Abnormality of the ribs,Rib abnormalities|Abnormality of the ribs|Rib anomalies
http://purl.obolibrary.org/obo/HP_0005777,HP_0005777,
http://purl.obolibrary.org/obo/HP_0031366,Palate neoplasm,
http://purl.obolibrary.org/obo/HP_0008022,HP_0008022,
http://purl.obolibrary.org/obo/HP_0009834,Abnormal proximal phalanx morphology of the hand,Abnormality of the innermost finger bones of the hand|Abnormality of the proximal phalanges of the hand
http://purl.obolibrary.org/obo/HP_0003834,Shoulder dislocation,Shoulder dislocation
http://purl.obolibrary.org/obo/HP_0008859,HP_0008859,
http://purl.obolibrary.org/obo/HP_0002022,HP_0002022,
http://purl.obolibrary.org/obo/HP_0100418,Partial duplication of the distal phalanx of the 5th toe,Partial duplication of the outermost bone of the fifth toe|Partial duplication of the distal phalanx of the fifth toe|Partial duplication of the outermost bone of the little toe|Partial duplication of the outermost bone of the pinky toe|Partial duplication of the outermost bone of the pinkie toe
http://purl.obolibrary.org/obo/HP_0007027,Poorly formed metencephalon,
http://purl.obolibrary.org/obo/HP_0000921,Missing ribs,Absent ribs|Decreased rib number|Missing ribs
http://purl.obolibrary.org/obo/HP_0010256,Triangular epiphyses of the distal phalanges of the hand,Triangular end part of the outermost hand bones
http://purl.obolibrary.org/obo/HP_0032292,Monoclonal elevation of IgG light chain,
http://purl.obolibrary.org/obo/HP_0010043,Aplasia of the 4th metacarpal,Absent 4th long bone of hand
http://purl.obolibrary.org/obo/HP_0007490,Linear arrays of macular hyperkeratoses in flexural areas,
http://purl.obolibrary.org/obo/HP_0011855,Pharyngeal edema,Throat swelling
http://purl.obolibrary.org/obo/HP_0031585,Tessier number 13 facial cleft,
http://purl.obolibrary.org/obo/HP_0007399,HP_0007399,
http://purl.obolibrary.org/obo/HP_0030762,Mesangiolysis,
http://purl.obolibrary.org/obo/HP_0001271,Polyneuropathy,Peripheral nerve disease
http://purl.obolibrary.org/obo/HP_0008241,HP_0008241,
http://purl.obolibrary.org/obo/HP_0003407,HP_0003407,
http://purl.obolibrary.org/obo/HP_0011595,Left aortic arch with retroesophageal right subclavian artery,
http://purl.obolibrary.org/obo/HP_0009189,Fragmentation of the metacarpal epiphyses,Fragmentation of end part of the long bone of hand
http://purl.obolibrary.org/obo/HP_0010516,Thymus hyperplasia,Enlarged thymus|Thymic hyperplasia
http://purl.obolibrary.org/obo/HP_0012606,Renal sodium wasting,Kidney sodium wasting|Renal Na wasting|Renal Na+ wasting
http://purl.obolibrary.org/obo/HP_0011650,Bilateral ductus arteriosus,Bilateral ductus botalli
http://purl.obolibrary.org/obo/HP_0000977,Soft skin,Soft skin|Velvety skin texture|Velvety skin
http://purl.obolibrary.org/obo/HP_0012598,Abnormal urine potassium concentration,Abnormal urine K concentration
http://purl.obolibrary.org/obo/HP_0001235,HP_0001235,
http://purl.obolibrary.org/obo/HP_0030623,Intraretinal hyporeflective spaces on macular OCT,
http://purl.obolibrary.org/obo/HP_0003025,Metaphyseal irregularity,"Frayed, irregular, metaphyses|Irregular metaphyses|Metaphyseal irregularities|Metaphyseal fraying|Frayed, irregular metaphyses|Irregular wide portion of a long bone"
http://purl.obolibrary.org/obo/HP_0006091,HP_0006091,
http://purl.obolibrary.org/obo/HP_0011390,Morphological abnormality of the inner ear,
http://purl.obolibrary.org/obo/HP_0100845,Anaphylactic shock,Anaphylaxis
http://purl.obolibrary.org/obo/HP_0031962,Elevated serum anion gap,
http://purl.obolibrary.org/obo/HP_0030798,Abnormality of the bed nucleus of stria terminalis,
http://purl.obolibrary.org/obo/HP_0008599,HP_0008599,
http://purl.obolibrary.org/obo/HP_0011223,Metopic depression,Frontal suture depression|Depression of metopic cranial suture|Depression of frontal cranial suture
http://purl.obolibrary.org/obo/HP_0100000,Early onset of sexual maturation,Early onset of sexual maturation
http://purl.obolibrary.org/obo/HP_0000484,Hyperopic astigmatism,
http://purl.obolibrary.org/obo/HP_0004561,HP_0004561,
http://purl.obolibrary.org/obo/HP_0007454,HP_0007454,
http://purl.obolibrary.org/obo/HP_0009421,Aplasia/Hypoplasia of the distal phalanx of the 3rd finger,Absent/small outermost middle finger bone|Absent/underdeveloped outermost middle finger bone
http://purl.obolibrary.org/obo/HP_0005364,obsolete Severe viral infections,
http://purl.obolibrary.org/obo/HP_0010228,Absent epiphyses of the phalanges of the hand,Absent epiphyses of the fingers|Absent end part of fingers
http://purl.obolibrary.org/obo/HP_0011182,Interictal epileptiform activity,Epileptiform EEG discharges
http://purl.obolibrary.org/obo/HP_0003566,Increased serum prostaglandin E2,Elevated prostaglandin E2
http://purl.obolibrary.org/obo/HP_0030967,Abnormal pulmonary artery physiology,
http://purl.obolibrary.org/obo/HP_0032048,Focal cortical dysplasia type Ia,
http://purl.obolibrary.org/obo/HP_0004369,Decreased purine level,Decreased purine levels
http://purl.obolibrary.org/obo/HP_0000437,Depressed nasal tip,"Flat tip of nose|Depressed nasal tip|Caved in nasal tip|Retruded tip of nose|Flattened nasal tip|Nasal tip, depressed|Depressed tip of nose|Flat nasal tip|Nasal tip, recessed|Nasal tip, retruded"
http://purl.obolibrary.org/obo/HP_0031718,Consecutive exotropia,
http://purl.obolibrary.org/obo/HP_0005533,HP_0005533,
http://purl.obolibrary.org/obo/HP_0040069,Abnormal lower limb bone morphology,Abnormality of lower limb bone
http://purl.obolibrary.org/obo/HP_0009962,Duplication of the distal phalanx of the 3rd finger,Partial/complete duplication of the distal phalanx of the 3rd finger|Partial/complete duplication of the outermost bone of the middle finger
http://purl.obolibrary.org/obo/HP_0001027,"Soft, doughy skin","Soft, doughy skin"
http://purl.obolibrary.org/obo/HP_0002839,Urinary bladder sphincter dysfunction,Sphincter disturbances|Sphincter disturbance
http://purl.obolibrary.org/obo/HP_0200018,Protanomaly,"Colorblindness, partial, protan series|Red-weak"
http://purl.obolibrary.org/obo/HP_0031297,Unroofed coronary sinus,
http://purl.obolibrary.org/obo/HP_0004760,obsolete Congenital septal defect,
http://purl.obolibrary.org/obo/HP_3000063,Abnormality of internal jugular vein,
http://purl.obolibrary.org/obo/HP_0003779,Antegonial notching of mandible,Large antegonial notch of mandible|Deep antegonial notch of mandible
http://purl.obolibrary.org/obo/HP_0007659,obsolete Decreased retinal pigmentation with dispersion,
http://purl.obolibrary.org/obo/HP_0012185,Constrictive median neuropathy,Carpal tunnel syndrome
http://purl.obolibrary.org/obo/HP_0004621,Enlarged vertebral pedicles,Hyperplastic vertebral pedicles
http://purl.obolibrary.org/obo/HP_0009626,Contractures of the interphalangeal joint of the thumb,Interphalangeal extension contractures of thumbs
http://purl.obolibrary.org/obo/HP_0040301,Increased urinary glycerol,
http://purl.obolibrary.org/obo/HP_0410394,"Increased proportion of effector memory CD4-positive, alpha-beta T cells",
http://purl.obolibrary.org/obo/HP_0006290,Discolored lateral incisors,Abnormality of shade of lateral incisor|Discolored front teeth|Abnormality of color of front teeth|Abnormality of color of lateral incisor
http://purl.obolibrary.org/obo/HP_0010655,Epiphyseal stippling,Epiphyseal punctate calcifications|Stippling of the epiphyses|Speckled calcifications in end part of bone|Stippled epiphyses
http://purl.obolibrary.org/obo/HP_0012622,Chronic kidney disease,"Chronic kidney disease|Progressive renal failure|Renal insufficiency, progressive|Renal failure, progressive|Loss of renal function|Progressive renal insufficiency"
http://purl.obolibrary.org/obo/HP_0008186,Adrenocortical cytomegaly,
http://purl.obolibrary.org/obo/HP_0009998,Complete duplication of phalanx of hand,Complete duplication of hand bones
http://purl.obolibrary.org/obo/HP_0002227,White eyelashes,White eyelashes|Pale eyelashes|Depigmented eyelashes|Blonde eyelashes|Grey eyelashes
http://purl.obolibrary.org/obo/HP_0032497,Reduced terminal:vellus ratio,
http://purl.obolibrary.org/obo/HP_0000071,Ureteral stenosis,Narrowing of the ureter
http://purl.obolibrary.org/obo/HP_0005960,HP_0005960,
http://purl.obolibrary.org/obo/HP_0009153,Abnormality of the epiphysis of the proximal phalanx of the 5th finger,Abnormality of end part of the innermost bone of pinkie finger|Abnormality of end part of the innermost bone of pinky finger|Abnormality of end part of the innermost bone of little finger
http://purl.obolibrary.org/obo/HP_0010395,Aplasia/hypoplasia of the proximal phalanx of the 2nd toe,Absent/small innermost 2nd toe bone|Absent/underdeveloped innermost 2nd toe bone
http://purl.obolibrary.org/obo/HP_0025014,Subcutaneous spheroids,
http://purl.obolibrary.org/obo/HP_0005096,Distal femoral bowing,
http://purl.obolibrary.org/obo/HP_0010824,Abnormal fifth cranial nerve morphology,Abnormal trigeminal nerve morphology|Abnormality of the nervus trigeminus|Abnormality of the fifth cranial nerve
http://purl.obolibrary.org/obo/HP_0030554,Best corrected visual acuity 0.1 LogMAR,
http://purl.obolibrary.org/obo/HP_0500143,Hypoleucinemia,Decreased blood concentration of leucine|Low blood leucine levels
http://purl.obolibrary.org/obo/HP_0007210,Lower limb amyotrophy,
http://purl.obolibrary.org/obo/HP_0000240,Abnormality of skull size,Abnormality of head size|Abnormality of skull size|Abnormality of cranium size
http://purl.obolibrary.org/obo/HP_0003153,Cystathioninuria,High urine cystathionine levels
http://purl.obolibrary.org/obo/HP_0011387,Enlarged vestibular aqueduct,Widened vestibular aqueduct|Dilated vestibular aqueduct
http://purl.obolibrary.org/obo/HP_0010564,Bifid epiglottis,
http://purl.obolibrary.org/obo/HP_0008158,Hyperapobetalipoproteinemia,
http://purl.obolibrary.org/obo/HP_0011154,Focal autonomic seizure,Focal autonomic seizures
http://purl.obolibrary.org/obo/HP_0007628,Mandibular condyle hypoplasia,Hypoplasia of mandibular condyle|Decreased size of mandibular condyle|Small mandibular condyle|Hypoplasia of condylar process of mandible|Hypoplasia of subcondylar region of mandible|Decreased size of condylar process of mandible|Small condylar neck of mandible|Hypoplasia of condylar head of mandible|Hypoplasia of condylar neck of mandible|Small condylar head of mandible|Hypotrophic mandibular condyle|Hypotrophic condylar process of mandible
http://purl.obolibrary.org/obo/HP_0032217,Indurated nodule,
http://purl.obolibrary.org/obo/HP_0100089,Abnormality of the epiphysis of the middle phalanx of the 2nd toe,Abnormality of the end part of the middle bone of the 2nd toe
http://purl.obolibrary.org/obo/HP_0004538,HP_0004538,
http://purl.obolibrary.org/obo/HP_0030081,Punctate periventricular T2 hyperintense foci,
http://purl.obolibrary.org/obo/HP_0032012,Heterotropia,
http://purl.obolibrary.org/obo/HP_0007568,HP_0007568,
http://purl.obolibrary.org/obo/HP_0012094,Abnormal pancreas size,Abnormal pancreas size
http://purl.obolibrary.org/obo/HP_0000276,Long face,Increased vertical dimension of face|Long facies|Vertical excess of face|Increased height of face|Vertical enlargement of face|Long face|Vertical elongation of face|Vertical overgrowth of face|Increased length of face|Vertical Facial Excess|Elongation of face|Vertical hyperplasia of face
http://purl.obolibrary.org/obo/HP_0007246,HP_0007246,
http://purl.obolibrary.org/obo/HP_0031734,Lacrimal pump failure,
http://purl.obolibrary.org/obo/HP_0004333,Bone-marrow foam cells,Large vacuolated foam cells ('NP cells') on bone marrow biopsy|Bone marrow foam cells|Large vacuolated foam cells on bone marrow biopsy
http://purl.obolibrary.org/obo/HP_0030294,Metaphyseal chondromatosis of tibia,
http://purl.obolibrary.org/obo/HP_0008762,Repetitive compulsive behavior,Repetitive compulsive behavior
http://purl.obolibrary.org/obo/HP_0003626,HP_0003626,
http://purl.obolibrary.org/obo/HP_0002803,Congenital contracture,congenital contractures|Congenital joint contractures
http://purl.obolibrary.org/obo/HP_0031261,Bladder polyp,
http://purl.obolibrary.org/obo/HP_0100144,Stippling of the epiphysis of the distal phalanx of the 3rd toe,Speckled calcifications in the end part of the outermost bone of the 3rd toe
http://purl.obolibrary.org/obo/HP_0005672,HP_0005672,
http://purl.obolibrary.org/obo/HP_0010411,Triangular shaped middle phalanx of the 2nd toe,Triangular shaped middle bone of 2nd toe
http://purl.obolibrary.org/obo/HP_0001808,Fragile nails,Brittle nails
http://purl.obolibrary.org/obo/HP_0007767,HP_0007767,
http://purl.obolibrary.org/obo/HP_0004874,HP_0004874,
http://purl.obolibrary.org/obo/HP_0100313,Cerebral granulomatosis,
http://purl.obolibrary.org/obo/HP_0010151,Cone-shaped epiphysis of the 1st metatarsal,Cone-shaped end part of the 1st long bone of foot
http://purl.obolibrary.org/obo/HP_0011963,Pretesticular azoospermia,
http://purl.obolibrary.org/obo/HP_0009557,Aplasia/Hypoplasia of the distal phalanx of the 2nd finger,Absent/underdeveloped outermost index finger bone|Absent/small outermost index finger bone
http://purl.obolibrary.org/obo/HP_0002335,Agenesis of cerebellar vermis,Cerebellar vermis aplasia|Vermian agenesis
http://purl.obolibrary.org/obo/HP_0009521,Small epiphysis of the middle phalanx of the 2nd finger,Small end part of the innermost long bone of index finger
http://purl.obolibrary.org/obo/HP_0100685,Abnormal Sharpey fiber morphology,Abnormality of Sharpey fibers|Enthesis abnormality
http://purl.obolibrary.org/obo/HP_0012750,T2 hypointense brainstem,
http://purl.obolibrary.org/obo/HP_0030723,Congenital megalourethra,
http://purl.obolibrary.org/obo/HP_0003302,Spondylolisthesis,Displacement of one backbone compared to another|Spondylolithesis|Slipped backbone
http://purl.obolibrary.org/obo/HP_0410319,Alpha-gal allergy,Immunoglobulin E-mediated alpha-gal allergy|Alpha-gal allergy|IgE-mediated alpha-gal allergy|Allergy to alpha-gal
http://purl.obolibrary.org/obo/HP_0006215,HP_0006215,
http://purl.obolibrary.org/obo/HP_0025122,Sawtooth acanthosis,Sawtoothed acanthosis
http://purl.obolibrary.org/obo/HP_0040038,obsolete Thin toenail,
http://purl.obolibrary.org/obo/HP_0030499,Macular drusen,Lipid accumulation in macula
http://purl.obolibrary.org/obo/HP_0410186,Increased glucose-6-phosphate dehydrogenase level in tissue,Increased G6PD level in tissue
http://purl.obolibrary.org/obo/HP_0500088,Foveal depigmentation,
http://purl.obolibrary.org/obo/HP_0100349,Contracture of the proximal interphalangeal joint of the 3rd toe,Camptodactyly of the 3rd toe
http://purl.obolibrary.org/obo/HP_0007155,HP_0007155,
http://purl.obolibrary.org/obo/HP_0003098,HP_0003098,
http://purl.obolibrary.org/obo/HP_0008967,Exercise-induced muscle stiffness,"Exercise-induced muscle stiffness|Muscle stiffness with exercise|Muscle stiffness, exercise-induced"
http://purl.obolibrary.org/obo/HP_0011999,Paranoia,Paranoia
http://purl.obolibrary.org/obo/HP_0005732,HP_0005732,
http://purl.obolibrary.org/obo/HP_0025571,Christmas tree cataract,
http://purl.obolibrary.org/obo/HP_0011099,Spastic hemiparesis,Spastic hemiplegia
http://purl.obolibrary.org/obo/HP_0031017,Swiss cheese atrial septal defect,
http://purl.obolibrary.org/obo/HP_0100740,HP_0100740,
http://purl.obolibrary.org/obo/HP_0030759,Adipocyte hypertrophy,Fat cell hypertrophy
http://purl.obolibrary.org/obo/HP_0007415,HP_0007415,
http://purl.obolibrary.org/obo/HP_0010624,Aplastic/hypoplastic toenail,Hypoplastic-absent toenails|Absent/underdeveloped toenails|Absent/small toenails|Aplastic/hypoplastic toenails
http://purl.obolibrary.org/obo/HP_0009297,Osteolytic defects of the middle phalanx of the 4th finger,
http://purl.obolibrary.org/obo/HP_0008499,High hypermetropia,High hyperopia|High-grade hypermetropia|Severe farsightedness|Severe long-sightedness
http://purl.obolibrary.org/obo/HP_0004461,Congenital earlobe sinuses,Posterior wedging
http://purl.obolibrary.org/obo/HP_0032009,Infantile constant exotropia,Infantile (constant) exotropia
http://purl.obolibrary.org/obo/HP_0031862,Increased heart rate variability,
http://purl.obolibrary.org/obo/HP_0009466,Radial deviation of finger,Radially deviated fingers|Radially deviated phalanges
http://purl.obolibrary.org/obo/HP_0000384,Preauricular skin tag,Skin tag on the posterior cheek|Skin tag in front of the ear|Preauricular tags|Periauricular skin tag|Preauricular fibroepithelial polyp|Ear tag|Preauricular acrochordon|Preauricular tag|Preauricular skin tags
http://purl.obolibrary.org/obo/HP_0040177,Abnormal level of platelet-activating factor,Abnormal level of PAF
http://purl.obolibrary.org/obo/HP_0025327,Decreased renal parenchymal thickness,
http://purl.obolibrary.org/obo/HP_0012019,Lens luxation,Dislocated lenses|Dislocated lens
http://purl.obolibrary.org/obo/HP_0002067,Bradykinesia,Slow movements|Slowness of movements
http://purl.obolibrary.org/obo/HP_0003879,Humeral pseudarthrosis,False joint (long bone in upper arm)
http://purl.obolibrary.org/obo/HP_0009017,Loss of gluteal subcutaneous adipose tissue,Loss of fat tissue below the skin in gluts
http://purl.obolibrary.org/obo/HP_0008759,HP_0008759,
http://purl.obolibrary.org/obo/HP_0007936,Restrictive external ophthalmoplegia,"Restrictive ophthalmoplegia|Restrictive external ophthalmoplegia, bilateral"
http://purl.obolibrary.org/obo/HP_0012462,Chin myoclonus,Geniospasm|Chin spasms
http://purl.obolibrary.org/obo/HP_0000644,HP_0000644,
http://purl.obolibrary.org/obo/HP_0004721,HP_0004721,
http://purl.obolibrary.org/obo/HP_0010320,Abnormality of the 3rd toe,Abnormality of the 3rd toe
http://purl.obolibrary.org/obo/HP_0010968,Abnormality of liposaccharide metabolism,
http://purl.obolibrary.org/obo/HP_0030219,Semantic dementia,Trouble remembering words
http://purl.obolibrary.org/obo/HP_0008554,Cochlear malformation,
http://purl.obolibrary.org/obo/HP_0004497,HP_0004497,
http://purl.obolibrary.org/obo/HP_0003674,Onset,Age of onset|Age symptoms begin
http://purl.obolibrary.org/obo/HP_0010783,Erythema,Redness of skin or mucous membrane
http://purl.obolibrary.org/obo/HP_0011107,Recurrent aphthous stomatitis,Recurrent canker sores|Aphthous stomatitis|Buccal aphthous ulcers|Recurrent aphthous ulcers
http://purl.obolibrary.org/obo/HP_0001584,HP_0001584,
http://purl.obolibrary.org/obo/HP_0005464,Craniofacial osteosclerosis,Cranial sclerosis
http://purl.obolibrary.org/obo/HP_0031053,Coarctation in the transverse aortic arch,
http://purl.obolibrary.org/obo/HP_0003934,Slender humeral diaphysis,Slender shaft of long bone in upper arm
http://purl.obolibrary.org/obo/HP_0012498,Nuchal cord,
http://purl.obolibrary.org/obo/HP_0006980,Progressive leukoencephalopathy,"Leukoencephalopathy, progressive"
http://purl.obolibrary.org/obo/HP_0000032,Abnormality of male external genitalia,
http://purl.obolibrary.org/obo/HP_0007002,Motor axonal neuropathy,Distal motor neuropathy|Length dependent motor neuropathy
http://purl.obolibrary.org/obo/HP_0002122,HP_0002122,
http://purl.obolibrary.org/obo/HP_0008081,Pes valgus,Valgus foot deformity
http://purl.obolibrary.org/obo/HP_0009893,Telangiectasia of the ear,
http://purl.obolibrary.org/obo/HP_0010356,Abnormality of the distal phalanx of the 2nd toe,Abnormality of the outermost bone of the 2nd toe
http://purl.obolibrary.org/obo/HP_0005901,obsolete Chronic recurrent multifocal osteomyelitis,
http://purl.obolibrary.org/obo/HP_0009313,Patchy sclerosis of the proximal phalanx of the 4th finger,Uneven increase in bone density in the innermost bone of the ring finger
http://purl.obolibrary.org/obo/HP_0100477,Symphalangism affecting the distal phalanx of the 4th toe,Fused outermost bone of the 4th toe
http://purl.obolibrary.org/obo/HP_0008898,HP_0008898,
http://purl.obolibrary.org/obo/HP_0001127,HP_0001127,
http://purl.obolibrary.org/obo/HP_0000980,Pallor,Skin paleness|Paleness
http://purl.obolibrary.org/obo/HP_0004173,HP_0004173,
http://purl.obolibrary.org/obo/HP_0004906,Hypernatremic dehydration,
http://purl.obolibrary.org/obo/HP_0007086,Social and occupational deterioration,
http://purl.obolibrary.org/obo/HP_0009053,Distal lower limb muscle weakness,"Distal muscle weakness in lower limbs|Muscle weakness, lower limb, distal"
http://purl.obolibrary.org/obo/HP_0030867,Vertical orbital dystopia,Unequal eye height|Eyes at different heights|Misaligned eyes
http://purl.obolibrary.org/obo/HP_0010082,Symphalangism affecting the distal phalanx of the hallux,Fused outermost bone of big toe
http://purl.obolibrary.org/obo/HP_0011894,Impaired thromboxane A2 agonist-induced platelet aggregation,
http://purl.obolibrary.org/obo/HP_0007523,HP_0007523,
http://purl.obolibrary.org/obo/HP_0003466,Paradoxical increased cortisol secretion on dexamethasone suppression test,
http://purl.obolibrary.org/obo/HP_0410294,Decreased specific antibody response to protein vaccine,
http://purl.obolibrary.org/obo/HP_0025363,Endocapillary hypercellularity,
http://purl.obolibrary.org/obo/HP_0200009,HP_0200009,
http://purl.obolibrary.org/obo/HP_0002327,HP_0002327,
http://purl.obolibrary.org/obo/HP_0008286,HP_0008286,
http://purl.obolibrary.org/obo/HP_0012722,Heart block,
http://purl.obolibrary.org/obo/HP_0000171,Microglossia,Decreased size of tongue|Hypoglossia|Hypoplasia of the tongue|Small tongue|Rudimentary tongue|Hypoplastic tongue|Underdevelopment of the tongue|Lingual hypoplasia|Abnormally small tongue
http://purl.obolibrary.org/obo/HP_0002679,Abnormality of the sella turcica,Anomaly of the sella turcica|Abnormality of the pituitary fossa|Anomaly of the pituitary fossa|Abnormality of the hypophysial fossa|Anomaly of the hypophysial fossa
http://purl.obolibrary.org/obo/HP_0011282,Abnormality of hindbrain morphology,Abnormality of the hindbrain|Abnormal shape of hindbrain
http://purl.obolibrary.org/obo/HP_0000589,Coloboma,Ocular coloboma|Notched pupil|Ocular colobomas
http://purl.obolibrary.org/obo/HP_0030922,5-minute APGAR score of 2,
http://purl.obolibrary.org/obo/HP_0030058,Sickled erythrocytes,
http://purl.obolibrary.org/obo/HP_0004646,Hypoplasia of the nasal bone,Small nasal bone|Underdevelopment of nasal bone|Decreased size of nasal bone|Nasal bone hypoplasia|Deficiency of nasal bone|Hypotrophic nasal bone
http://purl.obolibrary.org/obo/HP_0100105,Irregular epiphysis of the distal phalanx of the 2nd toe,Irregular end part of the outermost bone of the 2nd toe
http://purl.obolibrary.org/obo/HP_0003521,Disproportionate short-trunk short stature,Disproportionate short-trunked short stature|Short-trunked dwarfism|Disproportionate short-trunked dwarfism
http://purl.obolibrary.org/obo/HP_0010932,Abnormal circulating nucleobase concentration,Abnormal nucleoside levels
http://purl.obolibrary.org/obo/HP_0011755,Ectopic posterior pituitary,Ectopic neurohypophysis
http://purl.obolibrary.org/obo/HP_0006560,Biliary hyperplasia,Bile duct hyperplasia
http://purl.obolibrary.org/obo/HP_0010113,Absent hallux epiphysis,Absent epiphyses of the hallux|Absent end part of big toe bone
http://purl.obolibrary.org/obo/HP_0410342,Increased circulating heparan sulfate level,Increased blood heparan sulfate concentration
http://purl.obolibrary.org/obo/HP_0100702,Arachnoid cyst,Fluid-filled sac located in membrane surrounding brain or spinal cord|Arachnoid cysts
http://purl.obolibrary.org/obo/HP_0030655,Umbilical cord knot,
http://purl.obolibrary.org/obo/HP_0008456,C2-C3 subluxation,
http://purl.obolibrary.org/obo/HP_0001164,HP_0001164,
http://purl.obolibrary.org/obo/HP_0500244,Increased CSF ornithine concentration,High ornithine levels in cerebrospinal fluid
http://purl.obolibrary.org/obo/HP_0002976,HP_0002976,
http://purl.obolibrary.org/obo/HP_0009259,Stippling of the epiphysis of the distal phalanx of the 4th finger,Speckled calcifications in the end part of the outermost bone of the ring finger
http://purl.obolibrary.org/obo/HP_0011452,Functional abnormality of the middle ear,Functional abnormality of the middle ear
http://purl.obolibrary.org/obo/HP_0010288,Abnormality of the sublingual glands,
http://purl.obolibrary.org/obo/HP_0009046,Difficulty running,Difficulty running
http://purl.obolibrary.org/obo/HP_0100281,Chronic colitis,
http://purl.obolibrary.org/obo/HP_0007729,HP_0007729,
http://purl.obolibrary.org/obo/HP_0012255,Dynein arm defect of respiratory motile cilia,
http://purl.obolibrary.org/obo/HP_0004514,HP_0004514,
http://purl.obolibrary.org/obo/HP_0009650,Short distal phalanx of the thumb,Short thumb terminal phalanx|Small terminal thumb phalanx|Short terminal thumb phalanx|Hypoplastic/small distal phalanx of the thumb|Hypoplastic terminal thumb phalanx|Short outermost bone of the thumb
http://purl.obolibrary.org/obo/HP_0005593,"Macular hypopigmented whorls, streaks, and patches",
http://purl.obolibrary.org/obo/HP_0011925,Decreased activity of mitochondrial ATP synthase complex,"Respiratory complex deficiency, ATPase deficiency"
http://purl.obolibrary.org/obo/HP_0009519,Ivory epiphysis of the middle phalanx of the 2nd finger,Increased bone density of end part of the middle bone of the index finger
http://purl.obolibrary.org/obo/HP_0030868,Monorchism,Monorchidism
http://purl.obolibrary.org/obo/HP_0011116,Abnormality of interferon secretion,
http://purl.obolibrary.org/obo/HP_0012070,Chondroitin sulfate excretion in urine,
http://purl.obolibrary.org/obo/HP_0004454,Abnormal middle ear reflexes,
http://purl.obolibrary.org/obo/HP_0007347,HP_0007347,
http://purl.obolibrary.org/obo/HP_0030043,Hip subluxation,Subluxation involving the hip joint|Partial hip dislocation
http://purl.obolibrary.org/obo/HP_0031855,Right isomerism,Right-sided isomerism
http://purl.obolibrary.org/obo/HP_0005257,Thoracic hypoplasia,Small thorax|Small chest
http://purl.obolibrary.org/obo/HP_0020071,Viremia,
http://purl.obolibrary.org/obo/HP_0100442,Bullet-shaped distal phalanx of the 5th toe,Bullet-shaped outermost bone of the pinky toe|Bullet-shaped outermost bone of the pinkie toe|Bullet-shaped outermost bone of the little toe
http://purl.obolibrary.org/obo/HP_0005221,HP_0005221,
http://purl.obolibrary.org/obo/HP_0011488,Abnormal corneal endothelium morphology,Abnormality of corneal endothelium
http://purl.obolibrary.org/obo/HP_0008929,Asymmetric short stature,
http://purl.obolibrary.org/obo/HP_0045014,Hypolipidemia,
http://purl.obolibrary.org/obo/HP_3000011,Abnormality of palatoglossus muscle,
http://purl.obolibrary.org/obo/HP_0000814,HP_0000814,
http://purl.obolibrary.org/obo/HP_0003727,HP_0003727,
http://purl.obolibrary.org/obo/HP_0010149,Absent epiphysis of the 1st metatarsal,Absent end part of the 1st long bone of foot
http://purl.obolibrary.org/obo/HP_0032185,Disseminated molluscum contagiosum,
http://purl.obolibrary.org/obo/HP_0006773,Cutaneous angiolipomas,
http://purl.obolibrary.org/obo/HP_0410251,Abnormal L-selectin shedding,
http://purl.obolibrary.org/obo/HP_0011512,Hyperpigmentation of the fundus,Hyperpigmented fundi|Hyperpigmented fundus
